name,genre,year_of_release,publisher,sales,critic_score,user_score,critic_user_diff,developer,rating,platform,year_choices,stat_diff
NHL 13,Sports,2012,Electronic Arts,0.64,84,68,16,EA,E10+,PS3,2012,No
Lost Planet: Extreme Condition,Shooter,2008,Capcom,0.64,67,70,-3,Capcom,T,PS3,2008,No
LEGO Star Wars II: The Original Trilogy,Action,2006,Other,0.63,81,80,1,Traveller's Tales,E10+,X360,2006,No
NBA Live 08,Sports,2007,Electronic Arts,0.63,73,68,5,EA,E,PS3,2007,No
FIFA Soccer 2003,Sports,2002,Electronic Arts,0.63,88,77,11,EA,E,XB,2002,No
Far Cry 4,Shooter,2014,Ubisoft,0.63,80,67,13,Ubisoft,M,PC,2014,No
"NASCAR 06: Total Team Control",Racing,2005,Electronic Arts,0.63,78,77,1,EA,E,PS2,2005,No
FIFA Soccer 2002,Sports,2001,Electronic Arts,0.63,82,58,24,EA,E,PS2,2001,No
Buzz Lightyear of Star Command,Platform,2000,Activision,0.63,54,53,1,Traveller's Tales,E,PS,2000,No
NHL 16,Sports,2015,Electronic Arts,0.63,78,55,23,EA,E10+,PS4,2015,No
Tony Hawk's Project 8,Sports,2006,Activision,0.63,76,72,4,Neversoft Entertainment,T,PS3,2006,No
Tony Hawk's American Wasteland,Sports,2005,Activision,0.62,77,77,0,Neversoft Entertainment,T,XB,2005,No
Madden NFL 07,Sports,2006,Electronic Arts,0.62,82,92,-10,EA,E,GC,2006,No
Tiger Woods PGA Tour 2004,Sports,2003,Electronic Arts,0.62,89,82,7,EA,E,XB,2003,No
Just Dance 3,Misc,2011,Ubisoft,0.62,75,60,15,Ubisoft,E10+,PS3,2011,No
LEGO Pirates of the Caribbean: The Video Game,Action,2011,Other,0.62,71,73,-2,Traveller's Tales,E10+,3DS,2011,No
Guitar Hero: Metallica,Misc,2009,Activision,0.62,86,80,6,Neversoft Entertainment,T,PS3,2009,No
Red Steel 2,Shooter,2010,Ubisoft,0.62,80,86,-6,Ubisoft,T,Wii,2010,No
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.62,74,78,-4,Ubisoft,T,X360,2010,No
Warriors Orochi 3,Action,2011,Other,0.62,70,79,-9,Omega Force,T,PS3,2011,No
Tiger Woods PGA Tour 12: The Masters,Sports,2011,Electronic Arts,0.62,80,61,19,EA,E,X360,2011,No
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.61,48,43,5,EA,E,DS,2009,No
2014 FIFA World Cup Brazil,Sports,2014,Electronic Arts,0.61,73,43,30,EA,E,PS3,2014,Yes
NBA 2K9,Sports,2008,Take-Two Interactive,0.61,82,70,12,Visual Concepts,E,PS3,2008,No
Samurai Warriors 2,Action,2006,Tecmo Koei,0.61,58,88,-30,Omega Force,T,PS2,2006,Yes
Time Crisis 3,Shooter,2003,Other,0.61,81,81,0,Namco,T,PS2,2003,No
pro evolution soccer 2011,Sports,2010,Konami Digital Entertainment,0.61,79,59,20,Konami,E,X360,2010,No
Spider-Man: Mysterio's Menace,Action,2001,Activision,0.61,84,87,-3,Vicarious Visions,E,GBA,2001,No
MySims Racing,Racing,2009,Electronic Arts,0.61,67,73,-6,EA,E,DS,2009,No
Tony Hawk's Underground,Sports,2003,Activision,0.6,86,77,9,Vicarious Visions,E,GBA,2003,No
Wave Race: Blue Storm,Racing,2001,Nintendo,0.6,80,83,-3,Nintendo,E,GC,2001,No
Fight Night Round 2,Fighting,2005,Electronic Arts,0.6,88,88,0,EA,T,XB,2005,No
NBA 2K8,Sports,2007,Take-Two Interactive,0.6,72,60,12,Visual Concepts,E,PS2,2007,No
Dynasty Warriors 8,Action,2013,Tecmo Koei,0.6,68,85,-17,Omega Force,T,PS3,2013,No
Fighters Uncaged,Fighting,2010,Ubisoft,0.6,32,46,-14,Ubisoft,T,X360,2010,No
Rayman Arena,Racing,2001,Ubisoft,0.6,63,86,-23,Ubisoft,E,PS2,2001,No
LEGO The Hobbit,Action,2014,Warner Bros. Interactive Entertainment,0.6,72,66,6,TT Games,E10+,PS4,2014,No
WWE 2K17,Sports,2016,Take-Two Interactive,0.6,69,69,0,Yuke's,T,PS4,2016,No
Just Dance 2014,Misc,2013,Ubisoft,0.6,72,76,-4,Ubisoft,E10+,WiiU,2013,No
NHL 15,Sports,2014,Electronic Arts,0.6,60,36,24,EA,E10+,PS4,2014,No
Monopoly,Misc,2008,Electronic Arts,0.59,56,58,-2,EA,E,X360,2008,No
Dead Space,Action,2008,Electronic Arts,0.59,86,80,6,EA,M,PC,2008,No
NHL 11,Sports,2010,Electronic Arts,0.59,88,71,17,EA,E10+,PS3,2010,No
2002 FIFA World Cup,Sports,2002,Electronic Arts,0.59,73,56,17,EA,E,PS2,2002,No
MVP Baseball 2004,Sports,2004,Electronic Arts,0.59,90,85,5,EA,E,XB,2004,No
Crash Bandicoot: The Wrath of Cortex,Platform,2002,Other,0.59,62,73,-11,Traveller's Tales,E,GC,2002,No
WWE 2K16,Sports,2015,Take-Two Interactive,0.59,72,57,15,Yuke's,T,XOne,2015,No
Assassin's Creed: Brotherhood,Action,2011,Ubisoft,0.59,88,82,6,Ubisoft,M,PC,2011,No
Naruto: The Broken Bond,Action,2008,Ubisoft,0.59,80,78,2,Ubisoft,T,X360,2008,No
Lost: Via Domus,Action,2008,Ubisoft,0.58,55,64,-9,Ubisoft,T,X360,2008,No
The Lord of the Rings: The Third Age,Role-Playing,2004,Electronic Arts,0.58,73,82,-9,EA,T,PS2,2004,No
NCAA Football 09,Sports,2008,Electronic Arts,0.58,81,73,8,EA,E,PS3,2008,No
MLB 11: The Show,Sports,2011,Sony Computer Entertainment,0.58,90,78,12,EA,E,PS3,2011,No
Skylanders SWAP Force,Platform,2013,Activision,0.58,89,60,29,Vicarious Visions,E10+,WiiU,2013,Yes
Tom Clancy's HAWX,Action,2009,Ubisoft,0.58,73,73,0,Ubisoft,T,X360,2009,No
NHL 12,Sports,2011,Electronic Arts,0.58,86,75,11,EA,E10+,PS3,2011,No
Prince of Persia: The Two Thrones,Action,2005,Ubisoft,0.58,85,84,1,Ubisoft,M,XB,2005,No
Rayman Legends,Platform,2013,Ubisoft,0.58,91,87,4,Ubisoft,E10+,PS3,2013,No
FIFA Soccer,Sports,2012,Electronic Arts,0.58,79,72,7,EA,E,PSV,2012,No
Tony Hawk's Pro Skater 4,Sports,2002,Activision,0.58,91,86,5,Neversoft Entertainment,T,GC,2002,No
NHL 06,Sports,2005,Electronic Arts,0.58,78,85,-7,EA,E10+,PS2,2005,No
Skate it,Sports,2008,Electronic Arts,0.58,70,84,-14,EA,E,Wii,2008,No
Far Cry Instincts,Shooter,2005,Ubisoft,0.57,85,57,28,Ubisoft,M,XB,2005,Yes
Tony Hawk's Pro Skater 4,Sports,2002,Activision,0.57,85,88,-3,Vicarious Visions,E,GBA,2002,No
Tales of the Abyss,Role-Playing,2005,Other,0.57,78,84,-6,Namco,T,PS2,2005,No
Spyro Orange: The Cortex Conspiracy,Action,2004,Other,0.57,60,70,-10,Vicarious Visions,E,GBA,2004,No
Skylanders: Spyro's Adventure,Action,2011,Activision,0.57,82,49,33,Vicarious Visions,E10+,3DS,2011,Yes
Madden NFL 06,Sports,2005,Electronic Arts,0.57,86,85,1,EA,E,GC,2005,No
NHL 10,Sports,2009,Electronic Arts,0.57,88,79,9,EA,E10+,PS3,2009,No
Dynasty Warriors 5: Xtreme Legends,Action,2005,Tecmo Koei,0.57,57,91,-34,Omega Force,T,PS2,2005,Yes
WWE 2K15,Sports,2014,Take-Two Interactive,0.57,56,57,-1,Yuke's,T,XOne,2014,No
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.57,77,81,-4,EA,E,PS2,2006,No
Pro Evolution Soccer 2012,Action,2011,Konami Digital Entertainment,0.57,74,63,11,Konami,E,PSP,2011,No
Just Dance 2016,Misc,2015,Ubisoft,0.57,73,69,4,Ubisoft,E10+,WiiU,2015,No
Resident Evil Outbreak File #2,Action,2004,Capcom,0.57,58,77,-19,Capcom,M,PS2,2004,No
XIII,Shooter,2003,Ubisoft,0.57,73,86,-13,Ubisoft,M,PS2,2003,No
Breath of Fire IV,Role-Playing,2000,Capcom,0.56,83,89,-6,Capcom,T,PS,2000,No
Arena Football,Sports,2006,Electronic Arts,0.56,66,86,-20,EA,E10+,PS2,2006,No
Classic NES Series: Dr. Mario,Puzzle,2004,Nintendo,0.56,66,75,-9,Nintendo,E,GBA,2004,No
The Sims: Bustin' Out,Simulation,2003,Electronic Arts,0.56,81,89,-8,Maxis,T,XB,2003,No
NCAA March Madness 07,Sports,2007,Electronic Arts,0.56,63,86,-23,EA,E,PS2,2007,No
Tom Clancy's HAWX,Action,2009,Ubisoft,0.56,74,81,-7,Ubisoft,T,PS3,2009,No
Need for Speed: Most Wanted,Racing,2005,Electronic Arts,0.56,80,91,-11,EA,T,GC,2005,No
Tony Hawk's Proving Ground,Sports,2007,Activision,0.56,72,54,18,Neversoft Entertainment,T,X360,2007,No
ESPN NFL Football,Sports,2003,Other,0.56,91,85,6,Visual Concepts,E,PS2,2003,No
TMNT,Action,2007,Ubisoft,0.56,58,63,-5,Ubisoft,E10+,X360,2007,No
NCAA Football 07,Sports,2006,Electronic Arts,0.56,88,69,19,EA,E,XB,2006,No
Batman: Vengeance,Adventure,2001,Ubisoft,0.55,68,67,1,Ubisoft,T,PS2,2001,No
Tony Hawk's Pro Skater 3,Sports,2002,Activision,0.55,93,84,9,Neversoft Entertainment,T,XB,2002,No
Resident Evil: Revelations 2,Action,2015,Capcom,0.55,75,77,-2,Capcom,M,PS4,2015,No
NBA 2K8,Sports,2007,Take-Two Interactive,0.55,81,68,13,Visual Concepts,E,PS3,2007,No
Assassin's Creed: Unity,Action,2014,Ubisoft,0.55,70,30,40,Ubisoft,M,PC,2014,Yes
Assassin's Creed II,Action,2010,Ubisoft,0.55,86,69,17,Ubisoft,M,PC,2010,No
NHL 14,Sports,2013,Electronic Arts,0.54,80,60,20,EA,E10+,PS3,2013,No
Legends of WrestleMania,Fighting,2009,Other,0.54,70,65,5,Yuke's,T,PS3,2009,No
Tiger Woods PGA Tour 08,Sports,2007,Electronic Arts,0.54,80,78,2,EA,E,X360,2007,No
Tiger Woods PGA Tour 13,Sports,2012,Electronic Arts,0.54,75,57,18,EA,E,PS3,2012,No
Tiger Woods PGA Tour 11,Sports,2010,Electronic Arts,0.54,84,83,1,EA,E,Wii,2010,No
NBA Live 10,Sports,2009,Electronic Arts,0.54,81,75,6,EA,E,PS3,2009,No
SSX Tricky,Sports,2001,Electronic Arts,0.54,87,86,1,EA,E,GC,2001,No
ESPN NBA Basketball,Sports,2003,Other,0.54,89,84,5,Visual Concepts,E,PS2,2003,No
NHL 14,Sports,2013,Electronic Arts,0.54,81,59,22,EA,E10+,X360,2013,No
Harry Potter and the Deathly Hallows - Part 1,Action,2010,Electronic Arts,0.54,41,50,-9,EA,T,Wii,2010,No
Time Crisis II,Shooter,2001,Other,0.53,81,79,2,Namco,T,PS2,2001,No
NCAA March Madness 06,Sports,2005,Electronic Arts,0.53,78,91,-13,EA,E,PS2,2005,No
LEGO Dimensions,Action,2015,Warner Bros. Interactive Entertainment,0.53,62,65,-3,Traveller's Tales,E10+,WiiU,2015,No
NCAA March Madness 2005,Sports,2004,Electronic Arts,0.53,78,83,-5,EA,E,PS2,2004,No
MLB SlugFest 20-04,Sports,2003,Midway Games,0.53,78,83,-5,Midway,E,PS2,2003,No
Blitz: The League,Sports,2004,Midway Games,0.53,78,77,1,Midway,M,XB,2004,No
Just Dance 2015,Misc,2014,Ubisoft,0.53,70,75,-5,Ubisoft,E10+,XOne,2014,No
The LEGO Movie Videogame,Action,2014,Warner Bros. Interactive Entertainment,0.53,69,69,0,TT Games,E10+,XOne,2014,No
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.53,82,85,-3,Ubisoft,T,XB,2005,No
Medal of Honor: European Assault,Shooter,2005,Electronic Arts,0.53,72,70,2,EA,T,XB,2005,No
NBA 06,Sports,2005,Sony Computer Entertainment,0.53,63,63,0,EA,E,PS2,2005,No
Magician's Quest: Mysterious Times,Role-Playing,2008,Konami Digital Entertainment,0.53,69,76,-7,Konami,E10+,DS,2008,No
ModNation Racers,Racing,2010,Sony Computer Entertainment,0.53,73,77,-4,EA,E,PSP,2010,No
WWE SmackDown vs. Raw 2010,Fighting,2009,Other,0.53,75,83,-8,Yuke's,T,DS,2009,No
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,2007,Ubisoft,0.53,61,64,-3,Ubisoft,T,PSP,2007,No
Michael Jackson: The Experience,Misc,2011,Ubisoft,0.52,66,84,-18,Ubisoft,E10+,PS3,2011,No
Tiger Woods PGA Tour 11,Sports,2010,Electronic Arts,0.52,79,78,1,EA,E,X360,2010,No
NBA Live 08,Sports,2007,Electronic Arts,0.52,73,53,20,EA,E,X360,2007,No
We Love Katamari,Puzzle,2005,Electronic Arts,0.52,86,89,-3,Namco,E,PS2,2005,No
NCAA Football 2003,Sports,2002,Electronic Arts,0.52,90,82,8,EA,E,XB,2002,No
Madden NFL 07,Sports,2006,Electronic Arts,0.52,76,42,34,EA,E,PS3,2006,Yes
LEGO Jurassic World,Action,2015,Warner Bros. Interactive Entertainment,0.52,71,81,-10,TT Games,E10+,WiiU,2015,No
NBA Live 09,Sports,2008,Electronic Arts,0.52,75,78,-3,EA,E,PS3,2008,No
Rory McIlroy PGA Tour,Action,2015,Electronic Arts,0.52,61,37,24,EA,E,PS4,2015,No
Gun,Shooter,2005,Activision,0.52,79,78,1,Neversoft Entertainment,M,XB,2005,No
Fight Night Round 3,Fighting,2006,Electronic Arts,0.52,74,81,-7,EA,T,PSP,2006,No
SSX On Tour,Sports,2005,Electronic Arts,0.52,80,79,1,EA,E,PS2,2005,No
Tony Hawk's Pro Skater 3,Sports,2002,Activision,0.52,90,80,10,Vicarious Visions,E,GBA,2002,No
The Sims 2: Open for Business,Simulation,2006,Electronic Arts,0.52,78,86,-8,Maxis,T,PC,2006,No
SimAnimals,Simulation,2009,Electronic Arts,0.52,70,75,-5,EA,E,DS,2009,No
NBA Live 2002,Sports,2001,Electronic Arts,0.52,81,88,-7,EA,E,PS,2001,No
Madden NFL 2004,Sports,2003,Electronic Arts,0.51,94,77,17,EA,E,GC,2003,No
NBA Live 07,Sports,2006,Electronic Arts,0.51,64,75,-11,EA,E,PSP,2006,No
Major League Baseball 2K10,Sports,2010,Take-Two Interactive,0.51,76,76,0,Visual Concepts,E,X360,2010,No
NBA Live 2004,Sports,2003,Electronic Arts,0.51,85,82,3,EA,E,XB,2003,No
Pro Evolution Soccer 2010,Sports,2009,Konami Digital Entertainment,0.51,82,84,-2,Konami,E,Wii,2009,No
Ace Combat Zero: The Belkan War,Simulation,2006,Other,0.51,75,84,-9,Namco,T,PS2,2006,No
NHL 07,Sports,2006,Electronic Arts,0.51,76,46,30,EA,E10+,PS2,2006,Yes
NBA Ballers,Sports,2004,Midway Games,0.51,82,81,1,Midway,E,XB,2004,No
Tiger Woods PGA Tour 13,Sports,2012,Electronic Arts,0.51,77,56,21,EA,E,X360,2012,No
NHL 09,Sports,2008,Electronic Arts,0.5,88,84,4,EA,E10+,X360,2008,No
WWE SmackDown vs. RAW 2007,Fighting,2006,Other,0.5,81,78,3,Yuke's,T,X360,2006,No
Lost: Via Domus,Action,2008,Ubisoft,0.5,54,69,-15,Ubisoft,T,PS3,2008,No
Pro Evolution Soccer 2012,Action,2011,Konami Digital Entertainment,0.5,78,66,12,Konami,E,X360,2011,No
Major League Baseball 2K12,Sports,2012,Take-Two Interactive,0.5,68,64,4,Visual Concepts,E,X360,2012,No
Dance Dance Revolution Universe 2,Simulation,2007,Konami Digital Entertainment,0.5,65,74,-9,Konami,E10+,X360,2007,No
Monster Hunter,Role-Playing,2004,Capcom,0.5,68,89,-21,Capcom,T,PS2,2004,No
NBA Street Homecourt,Sports,2007,Electronic Arts,0.5,80,82,-2,EA,E,X360,2007,No
Tony Hawk's Underground 2,Sports,2004,Activision,0.5,82,89,-7,Neversoft Entertainment,T,GC,2004,No
Madden NFL 07,Sports,2006,Electronic Arts,0.49,81,80,1,EA,E,Wii,2006,No
Spider-Man 2,Action,2004,Activision,0.49,61,50,11,Vicarious Visions,E,DS,2004,No
Dynasty Warriors: Gundam 2,Action,2008,Other,0.49,54,70,-16,Omega Force,T,PS3,2008,No
F1 2012,Racing,2012,Codemasters,0.49,84,69,15,Codemasters,E,X360,2012,No
Tony Hawk's Project 8,Sports,2006,Activision,0.49,81,76,5,Neversoft Entertainment,T,X360,2006,No
WWE Wrestlemania X8,Fighting,2002,Other,0.49,64,69,-5,Yuke's,T,GC,2002,No
Boogie,Misc,2007,Electronic Arts,0.49,57,53,4,EA,E10+,Wii,2007,No
GoldenEye: Rogue Agent,Shooter,2004,Electronic Arts,0.49,61,72,-11,EA,T,XB,2004,No
Resident Evil: The Mercenaries 3D,Action,2011,Capcom,0.49,65,64,1,Capcom,M,3DS,2011,No
Tales of Legendia,Role-Playing,2005,Other,0.49,72,77,-5,Namco,T,PS2,2005,No
FIFA Soccer 09,Sports,2008,Electronic Arts,0.49,84,61,23,EA,E,DS,2008,No
Steel Diver,Action,2011,Nintendo,0.49,58,63,-5,Nintendo,E10+,3DS,2011,No
Far Cry 2,Action,2008,Ubisoft,0.48,85,58,27,Ubisoft,M,PC,2008,Yes
NFL Street 2,Sports,2004,Electronic Arts,0.48,78,65,13,EA,E,XB,2004,No
Skylanders: SuperChargers,Action,2015,Activision,0.48,87,56,31,Vicarious Visions,E10+,WiiU,2015,Yes
Tiger Woods PGA Tour 07,Sports,2006,Electronic Arts,0.48,80,79,1,EA,E,X360,2006,No
NHL 16,Sports,2015,Electronic Arts,0.48,80,60,20,EA,E10+,XOne,2015,No
Tiger Woods PGA Tour 06,Sports,2005,Electronic Arts,0.48,81,51,30,EA,E,XB,2005,Yes
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.48,72,66,6,EA,E,X360,2006,No
Spider-Man 3,Platform,2007,Activision,0.47,53,53,0,Vicarious Visions,T,Wii,2007,No
Street Fighter X Tekken,Fighting,2012,Capcom,0.47,83,44,39,Capcom,T,X360,2012,Yes
FIFA Soccer 13,Action,2012,Electronic Arts,0.47,69,62,7,EA,E,WiiU,2012,No
MySims Racing,Racing,2009,Electronic Arts,0.47,68,74,-6,EA,E,Wii,2009,No
The Sims 2: Pets,Simulation,2007,Electronic Arts,0.47,65,73,-8,Maxis,T,Wii,2007,No
L.A. Rush,Racing,2005,Midway Games,0.47,58,80,-22,Midway,T,PS2,2005,No
NBA Ballers: Phenom,Sports,2006,Midway Games,0.47,69,85,-16,Midway,E,PS2,2006,No
Need for Speed Carbon,Racing,2006,Electronic Arts,0.47,74,74,0,EA,E10+,XB,2006,No
Emergency Heroes,Racing,2008,Ubisoft,0.47,41,42,-1,Ubisoft,E10+,Wii,2008,No
EA Sports UFC,Sports,2014,Electronic Arts,0.47,70,63,7,EA,T,XOne,2014,No
Spider-Man 3,Platform,2007,Activision,0.47,79,65,14,Vicarious Visions,E10+,DS,2007,No
One Piece: Pirate Warriors 3,Action,2015,Other,0.46,74,74,0,Omega Force,T,PS4,2015,No
2010 FIFA World Cup South Africa,Sports,2010,Electronic Arts,0.46,69,74,-5,EA,E,PSP,2010,No
SimCity Creator,Simulation,2008,Electronic Arts,0.46,67,68,-1,EA,E,Wii,2008,No
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.46,69,72,-3,EA,E10+,Wii,2007,No
The Sims 3: Ambitions,Simulation,2010,Electronic Arts,0.46,74,73,1,EA,T,PC,2010,No
NBA Live 07,Sports,2006,Electronic Arts,0.46,59,49,10,EA,E,X360,2006,No
The Mark of Kri,Action,2002,Sony Computer Entertainment,0.46,80,79,1,EA,M,PS2,2002,No
Crash Nitro Kart,Racing,2003,Other,0.46,77,83,-6,Vicarious Visions,E,GBA,2003,No
Boom Blox Bash Party,Puzzle,2009,Electronic Arts,0.46,86,84,2,EA,E,Wii,2009,No
Brothers In Arms: D-Day,Shooter,2006,Ubisoft,0.46,65,91,-26,Ubisoft,M,PSP,2006,Yes
Just Dance 2014,Misc,2013,Ubisoft,0.45,71,70,1,Ubisoft,E10+,XOne,2013,No
LEGO The Hobbit,Action,2014,Warner Bros. Interactive Entertainment,0.45,70,87,-17,TT Games,E10+,X360,2014,No
NFL Head Coach,Sports,2006,Electronic Arts,0.45,66,69,-3,EA,E,PS2,2006,No
NHL 2005,Sports,2004,Electronic Arts,0.45,75,83,-8,EA,E,PS2,2004,No
Star Wars Jedi Knight: Jedi Academy,Shooter,2003,Activision,0.45,76,87,-11,Vicarious Visions,T,XB,2003,No
Dynasty Warriors: Strikeforce,Action,2009,Other,0.45,65,68,-3,Omega Force,T,PSP,2009,No
Brain Challenge,Misc,2008,Ubisoft,0.45,68,70,-2,Ubisoft,E,DS,2008,No
Major League Baseball 2K11,Sports,2011,Take-Two Interactive,0.45,69,68,1,Visual Concepts,E,X360,2011,No
Samurai Warriors: Xtreme Legends,Action,2004,Tecmo Koei,0.45,72,86,-14,Omega Force,T,PS2,2004,No
NBA Live 2005,Sports,2004,Electronic Arts,0.45,83,67,16,EA,E,GC,2004,No
WWE Day of Reckoning,Fighting,2004,Other,0.45,79,91,-12,Yuke's,T,GC,2004,No
NBA Live 10,Sports,2009,Electronic Arts,0.45,80,77,3,EA,E,X360,2009,No
Harry Potter and the Deathly Hallows - Part 1,Action,2010,Electronic Arts,0.45,38,50,-12,EA,T,X360,2010,No
Pro Evolution Soccer 2017,Sports,2016,Konami Digital Entertainment,0.45,85,76,9,Konami,E,PS4,2016,No
Sled Storm,Racing,2002,Electronic Arts,0.45,73,77,-4,EA,T,PS2,2002,No
Watch Dogs,Action,2014,Ubisoft,0.45,77,47,30,Ubisoft,M,PC,2014,Yes
Celebrity Sports Showdown,Sports,2008,Electronic Arts,0.45,50,46,4,EA,E,Wii,2008,No
Tiger Woods PGA Tour 2003,Sports,2002,Electronic Arts,0.44,88,85,3,EA,E,XB,2002,No
Tony Hawk's Proving Ground,Sports,2007,Activision,0.44,73,66,7,Neversoft Entertainment,T,PS3,2007,No
LEGO Star Wars II: The Original Trilogy,Action,2006,Other,0.44,85,86,-1,Traveller's Tales,E10+,XB,2006,No
Dance Dance Revolution: Hottest Party 3,Simulation,2009,Konami Digital Entertainment,0.44,66,82,-16,Konami,E10+,Wii,2009,No
FIFA Soccer 13,Action,2012,Electronic Arts,0.44,57,41,16,EA,E,PSV,2012,No
Samurai Warriors 3,Action,2009,Nintendo,0.44,55,72,-17,Omega Force,T,Wii,2009,No
Classic NES Series: Metroid,Adventure,2004,Nintendo,0.43,58,86,-28,Nintendo,E,GBA,2004,Yes
Band Hero,Misc,2009,Activision,0.43,65,70,-5,Vicarious Visions,E10+,DS,2009,No
SSX Tricky,Sports,2001,Electronic Arts,0.43,88,85,3,EA,E,XB,2001,No
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,2005,Other,0.43,68,84,-16,Traveller's Tales,T,PS2,2005,No
NCAA Football 2004,Sports,2003,Electronic Arts,0.43,88,88,0,EA,E,XB,2003,No
Lego Batman 3: Beyond Gotham,Action,2014,Warner Bros. Interactive Entertainment,0.43,74,71,3,TT Games,E10+,XOne,2014,No
MLB 14: The Show,Sports,2014,Other,0.43,81,68,13,EA,E,PS3,2014,No
OkamiDen,Adventure,2010,Capcom,0.43,82,79,3,Capcom,E10+,DS,2010,No
Just Dance 4,Misc,2012,Ubisoft,0.43,77,71,6,Ubisoft,E10+,PS3,2012,No
Castlevania: Dawn of Sorrow,Platform,2005,Konami Digital Entertainment,0.43,89,85,4,Konami,T,DS,2005,No
Rayman Legends,Platform,2013,Ubisoft,0.43,90,82,8,Ubisoft,E10+,X360,2013,No
Madden NFL 2003,Sports,2002,Electronic Arts,0.43,92,85,7,EA,E,GC,2002,No
NBA Street,Sports,2002,Electronic Arts,0.42,88,86,2,EA,E,GC,2002,No
Def Jam Icon,Action,2007,Electronic Arts,0.42,68,44,24,EA,M,PS3,2007,No
2014 FIFA World Cup Brazil,Sports,2014,Electronic Arts,0.42,74,44,30,EA,E,X360,2014,Yes
Mega Man Battle Network,Role-Playing,2001,Capcom,0.42,79,89,-10,Capcom,E,GBA,2001,No
Medal of Honor: Rising Sun,Shooter,2003,Electronic Arts,0.42,68,64,4,EA,T,GC,2003,No
Tony Hawk's American Wasteland,Sports,2005,Activision,0.42,76,77,-1,Neversoft Entertainment,T,GC,2005,No
2010 FIFA World Cup South Africa,Sports,2010,Electronic Arts,0.42,70,67,3,EA,E,Wii,2010,No
"NASCAR Kart Racing",Racing,2009,Electronic Arts,0.42,70,81,-11,EA,E,Wii,2009,No
James Bond 007: Everything or Nothing,Shooter,2004,Electronic Arts,0.42,84,82,2,EA,T,GC,2004,No
NBA Live 06,Sports,2005,Electronic Arts,0.42,80,76,4,EA,E,PSP,2005,No
MLB 08: The Show,Sports,2008,Sony Computer Entertainment,0.42,84,73,11,EA,E,PS2,2008,No
Harry Potter and the Goblet of Fire,Action,2005,Electronic Arts,0.42,69,63,6,EA,E10+,GC,2005,No
Mega Man X6,Action,2001,Capcom,0.42,65,68,-3,Capcom,E,PS,2001,No
Castlevania: Curse of Darkness,Action,2005,Konami Digital Entertainment,0.42,70,75,-5,Konami,M,PS2,2005,No
Mega Man Legends 2,Adventure,2000,Capcom,0.42,76,88,-12,Capcom,E,PS,2000,No
Blazing Angels: Squadrons of WWII,Simulation,2006,Ubisoft,0.42,66,79,-13,Ubisoft,T,X360,2006,No
Just Dance 2014,Misc,2013,Ubisoft,0.41,75,55,20,Ubisoft,E10+,PS4,2013,No
EA Sports UFC 2,Sports,2016,Electronic Arts,0.41,76,60,16,EA,T,XOne,2016,No
Tom Clancy's Rainbow Six: Lockdown,Shooter,2005,Ubisoft,0.41,74,66,8,Ubisoft,M,XB,2005,No
Castlevania: The Dracula X Chronicles,Platform,2007,Konami Digital Entertainment,0.41,80,78,2,Konami,T,PSP,2007,No
Tom Clancy's HAWX 2,Action,2010,Ubisoft,0.41,70,68,2,Ubisoft,T,PS3,2010,No
LEGO Dimensions,Action,2015,Warner Bros. Interactive Entertainment,0.41,80,69,11,Traveller's Tales,E10+,XOne,2015,No
NHL 15,Sports,2014,Electronic Arts,0.41,59,32,27,EA,E10+,XOne,2014,Yes
Medal of Honor Heroes 2,Shooter,2007,Electronic Arts,0.41,73,76,-3,EA,T,Wii,2007,No
Mortal Kombat: Deadly Alliance,Fighting,2002,Midway Games,0.41,81,87,-6,Midway,M,GC,2002,No
Disney's Tarzan Untamed,Platform,2001,Ubisoft,0.41,59,71,-12,Ubisoft,E,PS2,2001,No
Knockout Kings 2001,Fighting,2000,Electronic Arts,0.41,84,85,-1,EA,T,PS,2000,No
From Russia With Love,Action,2005,Electronic Arts,0.41,69,76,-7,EA,T,PS2,2005,No
Beowulf: The Game,Action,2007,Ubisoft,0.4,51,47,4,Ubisoft,M,X360,2007,No
NBA Jam,Sports,2010,Electronic Arts,0.4,79,85,-6,EA,E,Wii,2010,No
Metal Gear Solid: The Legacy Collection,Adventure,2013,Konami Digital Entertainment,0.4,93,90,3,Konami,M,PS3,2013,No
Gauntlet: Seven Sorrows,Role-Playing,2005,Midway Games,0.4,59,57,2,Midway,T,PS2,2005,No
Harry Potter: Quidditch World Cup,Sports,2003,Electronic Arts,0.4,68,85,-17,EA,E,GC,2003,No
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.4,67,70,-3,Traveller's Tales,T,PS2,2008,No
FIFA 14,Sports,2013,Electronic Arts,0.4,87,46,41,EA,E,PC,2013,Yes
